Assembly ID	BioProject ID	BioSample ID	Taxonomy ID	#Markers	Reason
608918	195637	0	939383	N/A	low quality
609018	195635	0	1046986	N/A	low quality
609038	195636	0	1046988	N/A	low quality
609058	195634	0	1047004	N/A	low quality
609078	195890	0	1047067	N/A	low quality
609098	195756	0	1047071	N/A	low quality
609118	195757	0	1047072	N/A	low quality
609138	195758	0	1047075	N/A	low quality
609558	195677	0	1009413	N/A	low quality
609578	195678	0	1009414	N/A	low quality
671178	195540	0	1312921	N/A	low quality
677658	196462	0	1326758	N/A	low quality
684608	187034	1894026	1286347	N/A	low quality
685488	192375	0	1047050	N/A	low quality
685608	192539	0	1052841	N/A	low quality
689718	188494	0	1290416	N/A	low quality
689738	188495	0	1290415	N/A	low quality
689778	188497	0	1290413	N/A	low quality
694008	195708	0	1104617	N/A	low quality
697628	192309	0	1052831	N/A	low quality
700868	178390	0	317	N/A	low quality
703788	169110	0	1202454	N/A	low quality
703848	169005	0	1201038	N/A	low quality
704228	178428	0	1256201	N/A	low quality
704348	178445	0	1256217	N/A	low quality
704588	178434	0	1256206	N/A	low quality
704608	178435	0	1256207	N/A	low quality
704628	178436	0	1256208	N/A	low quality
707988	182905	0	1266371	N/A	low quality
715708	77061	0	1112244	N/A	low quality
718108	167408	0	1194398	N/A	low quality
718128	167414	0	1194404	N/A	low quality
718188	167432	0	1194408	N/A	low quality
719608	77033	0	1112230	N/A	low quality
725718	73225	0	1087446	N/A	low quality
725738	73227	0	1087447	N/A	low quality
726248	207502	0	1343740	N/A	low quality
728148	176043	0	1094969	N/A	low quality
728168	176046	0	1094972	N/A	low quality
728268	176075	0	1094964	N/A	low quality
728348	179469	0	1167756	N/A	low quality
731508	205050	0	1336746	N/A	low quality
731538	194567	2056364	1311760	N/A	low quality
731548	208332	0	1346614	N/A	low quality
731568	210717	0	1306414	N/A	low quality
731588	181152	2056285	1261126	N/A	low quality
731608	46731	0	326425	N/A	low quality
731668	82265	0	1138871	N/A	low quality
734208	209576	0	1350470	N/A	low quality
734408	47327	0	754503	N/A	low quality
734428	210615	0	1354027	N/A	low quality
734448	206564	0	1341692	N/A	low quality
734528	194566	2056363	1311759	N/A	low quality
734708	209568	0	641524	N/A	low quality
734728	197486	0	494420	N/A	low quality
734748	208002	0	641526	N/A	low quality
737278	196176	0	1314884	N/A	low quality
737318	184142	0	1271864	N/A	low quality
737338	78477	0	1124936	N/A	low quality
737358	184141	0	1271863	N/A	low quality
737378	184140	0	1271862	N/A	low quality
737398	50689	0	866913	N/A	low quality
737438	201356	0	1331660	N/A	low quality
737458	201035	0	1330047	N/A	low quality
737478	201032	0	1330037	N/A	low quality
737498	206048	0	1340484	N/A	low quality
737518	206047	0	1340497	N/A	low quality
737538	206049	0	1340485	N/A	low quality
737558	206050	0	1340486	N/A	low quality
737848	49311	14634	768484	N/A	low quality
737858	173395	0	1225780	N/A	low quality
737888	203445	0	1338035	N/A	low quality
737908	203445	0	1338034	N/A	low quality
737928	203445	0	1338032	N/A	low quality
737948	201420	0	1327958	N/A	low quality
737968	61471	0	941824	N/A	low quality
741868	206793	0	1263101	N/A	low quality
743068	206743	0	1262915	N/A	low quality
743268	206604	0	1262914	N/A	low quality
745428	181977	0	1232430	N/A	low quality
745448	210357	0	1333704	N/A	low quality
745468	210157	0	1338534	N/A	low quality
745518	208893	0	1315212	N/A	low quality
377958	77219	0	455353	23	not processed
286028	50029	0	859194	18	not processed
321568	76583	0	1111676	17	not processed
684848	192351	0	1046955	17	not processed
684928	192486	0	1046974	17	not processed
169788	51243	0	871271	16	less 17 markers
183618	19323	0	637616	16	less 17 markers
202498	71	0	333849	16	less 17 markers
207058	18949	0	388400	16	less 17 markers
216278	33275	0	77037	16	less 17 markers
346688	50027	0	859192	16	less 17 markers
415798	169364	0	613198	16	less 17 markers
562078	168253	0	1198116	16	less 17 markers
598138	169688	0	1206096	16	less 17 markers
598438	169805	0	1157686	16	less 17 markers
605428	192345	0	1047003	16	less 17 markers
608858	195639	0	939196	16	less 17 markers
610798	195671	0	1007120	16	less 17 markers
685008	192358	0	1046987	16	less 17 markers
685468	192319	0	1047053	16	less 17 markers
685728	192322	0	1047079	16	less 17 markers
689618	66477	0	1027271	16	less 17 markers
693558	66857	0	913333	16	less 17 markers
693948	192500	0	1047054	16	less 17 markers
693988	192509	0	1104577	16	less 17 markers
696648	192541	0	1104614	16	less 17 markers
174318	19277	0	439481	15	less 17 markers
177998	13571	0	314288	15	less 17 markers
187118	19395	0	391586	15	less 17 markers
213118	20537	0	396598	15	less 17 markers
215378	19071	0	432331	15	less 17 markers
230868	36311	0	627611	15	less 17 markers
335268	61477	0	945433	15	less 17 markers
344028	66021	260145	913327	15	less 17 markers
457438	82357	0	1009420	15	less 17 markers
597938	165545	0	1130305	15	less 17 markers
605508	192360	0	1046946	15	less 17 markers
608938	195654	0	1007113	15	less 17 markers
610668	195641	0	939301	15	less 17 markers
684968	192342	0	1052848	15	less 17 markers
684988	192343	0	1052844	15	less 17 markers
685788	192330	0	1052806	15	less 17 markers
693628	192316	0	1047059	15	less 17 markers
693768	192411	0	1046983	15	less 17 markers
694168	192369	0	1104610	15	less 17 markers
696388	192277	0	1130336	15	less 17 markers
696628	192280	0	699262	15	less 17 markers
697308	192488	0	1047051	15	less 17 markers
697428	192385	0	1047023	15	less 17 markers
178198	13476	0	392917	14	less 17 markers
203078	10788	0	269801	14	less 17 markers
212438	27755	0	478007	14	less 17 markers
293538	27917	0	486623	14	less 17 markers
316088	66019	260143	913324	14	less 17 markers
408818	67867	0	1042404	14	less 17 markers
415898	169362	0	569152	14	less 17 markers
439778	50075	0	859350	14	less 17 markers
592838	165237	0	1131271	14	less 17 markers
592998	165219	0	1131290	14	less 17 markers
593018	165475	0	1130302	14	less 17 markers
597818	165471	0	1130300	14	less 17 markers
598258	165477	0	1130304	14	less 17 markers
602658	165215	0	1131286	14	less 17 markers
685328	192468	0	1047034	14	less 17 markers
685688	192296	0	1047076	14	less 17 markers
686858	192313	0	1052805	14	less 17 markers
693848	192465	0	1104576	14	less 17 markers
694228	192382	0	913322	14	less 17 markers
694408	192288	0	1052827	14	less 17 markers
696368	192335	0	1130333	14	less 17 markers
697168	66867	0	699266	14	less 17 markers
697448	192508	0	1104571	14	less 17 markers
697568	192506	0	1130327	14	less 17 markers
697588	192284	0	1052802	14	less 17 markers
727828	77029	0	938672	14	less 17 markers
222518	42397	0	700750	13	less 17 markers
229498	19955	0	451707	13	less 17 markers
230158	27919	0	486620	13	less 17 markers
230688	33623	0	563772	13	less 17 markers
411958	79367	0	1123865	13	less 17 markers
425658	168998	0	1201033	13	less 17 markers
598038	165619	0	1131278	13	less 17 markers
598178	169690	0	1206098	13	less 17 markers
651638	189432	0	1294122	13	less 17 markers
685048	192497	0	1047085	13	less 17 markers
685108	192327	0	1047006	13	less 17 markers
685288	192466	0	1047032	13	less 17 markers
693588	192312	0	1052804	13	less 17 markers
697488	192403	0	1047026	13	less 17 markers
728228	176052	0	1094955	13	less 17 markers
178878	18499	0	417400	12	less 17 markers
181978	30443	0	543737	12	less 17 markers
204158	15572	0	340184	12	less 17 markers
209738	19085	0	447456	12	less 17 markers
210098	13535	0	58051	12	less 17 markers
212358	27753	0	478006	12	less 17 markers
386628	49089	0	766154	12	less 17 markers
588588	177371	0	1242690	12	less 17 markers
592678	82097	0	938631	12	less 17 markers
602728	165243	0	1131291	12	less 17 markers
605328	192286	0	1052808	12	less 17 markers
684788	192303	0	1052813	12	less 17 markers
685028	192366	0	1046996	12	less 17 markers
685088	192492	0	1047002	12	less 17 markers
685168	192328	0	1047015	12	less 17 markers
693668	192301	0	1130347	12	less 17 markers
694348	192285	0	1052803	12	less 17 markers
696008	192504	0	1130284	12	less 17 markers
696108	192347	0	1047017	12	less 17 markers
696868	192299	0	1104582	12	less 17 markers
696988	192365	0	1047037	12	less 17 markers
697008	192409	0	1047016	12	less 17 markers
697388	192397	0	1130285	12	less 17 markers
731388	205087	0	1336745	12	less 17 markers
178838	18497	0	417399	11	less 17 markers
229418	17717	0	405917	11	less 17 markers
399148	168067	0	1197325	11	less 17 markers
402168	68151	0	1212765	11	less 17 markers
408798	65437	0	1005043	11	less 17 markers
429798	69909	0	1054946	11	less 17 markers
451878	17709	0	405536	11	less 17 markers
506378	76933	0	1116213	11	less 17 markers
598738	170088	0	1207074	11	less 17 markers
602478	77633	0	932043	11	less 17 markers
605488	192359	0	1046989	11	less 17 markers
685228	192379	0	1047021	11	less 17 markers
685428	192493	0	1047044	11	less 17 markers
694028	192323	0	1047012	11	less 17 markers
694188	192372	0	1104578	11	less 17 markers
696408	192334	0	1130338	11	less 17 markers
696568	192378	0	1046957	11	less 17 markers
697068	192355	0	1047020	11	less 17 markers
697328	192540	0	1047038	11	less 17 markers
697608	192307	0	1052829	11	less 17 markers
230258	27921	0	486622	10	less 17 markers
246758	49421	0	768700	10	less 17 markers
354978	43245	0	708248	10	less 17 markers
598558	169803	0	1157680	10	less 17 markers
598618	169704	0	1157681	10	less 17 markers
602498	77749	0	932037	10	less 17 markers
602638	165211	0	1131289	10	less 17 markers
610678	195650	0	1007109	10	less 17 markers
610978	195705	0	939920	10	less 17 markers
685588	192536	0	1052838	10	less 17 markers
694208	192377	0	1007121	10	less 17 markers
694328	192395	0	1104615	10	less 17 markers
697128	192354	0	910041	10	less 17 markers
719338	66863	0	913336	10	less 17 markers
203518	13286	0	294934	9	less 17 markers
203858	13916	0	332415	9	less 17 markers
206278	18253	0	412614	9	less 17 markers
210838	20049	0	454167	9	less 17 markers
229218	19283	0	161544	9	less 17 markers
414098	86175	0	1154792	9	less 17 markers
415938	169368	0	613202	9	less 17 markers
444338	19957	0	451708	9	less 17 markers
454598	86403	0	1154872	9	less 17 markers
509098	86137	0	1154774	9	less 17 markers
509158	86133	0	1154772	9	less 17 markers
509258	86589	0	1154958	9	less 17 markers
598118	169696	0	1218800	9	less 17 markers
685368	192483	0	1047041	9	less 17 markers
696088	192353	0	1047019	9	less 17 markers
716668	191057	0	1330035	9	less 17 markers
176078	16171	0	350703	8	less 17 markers
183458	19289	0	391606	8	less 17 markers
206318	18261	0	412883	8	less 17 markers
207018	19421	0	443342	8	less 17 markers
276838	62277	0	980518	8	less 17 markers
412238	86399	0	1154870	8	less 17 markers
429738	68847	0	1054943	8	less 17 markers
457418	82355	0	1009417	8	less 17 markers
562058	168252	0	1198115	8	less 17 markers
597918	165543	0	1130303	8	less 17 markers
598418	165557	0	1131275	8	less 17 markers
602468	77631	0	938557	8	less 17 markers
685408	192485	0	1047043	8	less 17 markers
689838	82569	0	1141660	8	less 17 markers
696308	192373	0	1130334	8	less 17 markers
696788	192471	0	1046971	8	less 17 markers
697368	192482	0	1047040	8	less 17 markers
175958	15693	0	150340	7	less 17 markers
210878	20069	0	454231	7	less 17 markers
220818	40505	0	675807	7	less 17 markers
229998	27923	0	486619	7	less 17 markers
428298	175408	0	1233099	7	less 17 markers
598078	165623	0	1131273	7	less 17 markers
685068	192370	0	699263	7	less 17 markers
693788	192396	0	913320	7	less 17 markers
696948	192394	0	743730	7	less 17 markers
201208	36325	0	440496	6	less 17 markers
211958	13564	0	314289	6	less 17 markers
220898	40503	0	675808	6	less 17 markers
229538	19959	0	451709	6	less 17 markers
415778	169363	0	569153	6	less 17 markers
592588	82173	0	938663	6	less 17 markers
592798	165469	0	1130299	6	less 17 markers
593158	66473	0	857041	6	less 17 markers
605288	192281	0	1052823	6	less 17 markers
605448	192356	0	1046985	6	less 17 markers
605468	192357	0	1046938	6	less 17 markers
610968	195681	0	1009418	6	less 17 markers
696208	192460	0	1130331	6	less 17 markers
728288	176079	0	1094941	6	less 17 markers
178998	17467	0	410291	5	less 17 markers
208918	19465	0	440534	5	less 17 markers
210918	20071	0	454165	5	less 17 markers
210958	20065	0	454164	5	less 17 markers
229838	27913	0	486624	5	less 17 markers
230038	27915	0	486621	5	less 17 markers
332548	67469	0	1037411	5	less 17 markers
376978	84283	0	1154756	5	less 17 markers
593038	66871	0	913328	5	less 17 markers
598058	165621	0	1131279	5	less 17 markers
598238	165491	0	1130317	5	less 17 markers
598278	165493	0	1130318	5	less 17 markers
605718	174973	0	1120961	5	less 17 markers
607818	169806	0	1157689	5	less 17 markers
610698	195652	0	1007111	5	less 17 markers
685528	192308	0	1052830	5	less 17 markers
685548	192310	0	1052832	5	less 17 markers
694368	192287	0	1052826	5	less 17 markers
694388	192283	0	1052825	5	less 17 markers
694448	192292	0	1047056	5	less 17 markers
696288	192477	0	1130337	5	less 17 markers
697228	192405	0	1047027	5	less 17 markers
175918	15669	0	345075	4	less 17 markers
203918	15522	0	339854	4	less 17 markers
208878	19463	0	439847	4	less 17 markers
211318	20591	0	465518	4	less 17 markers
381148	42439	0	698953	4	less 17 markers
404738	68565	0	1051502	4	less 17 markers
562108	177372	0	1242866	4	less 17 markers
592718	82099	0	938633	4	less 17 markers
605348	192290	0	1047069	4	less 17 markers
685508	192306	0	1052828	4	less 17 markers
685668	192294	0	1047073	4	less 17 markers
693908	192489	0	1130345	4	less 17 markers
693968	192501	0	1104580	4	less 17 markers
695408	188739	0	1292025	4	less 17 markers
696608	192383	0	1046959	4	less 17 markers
696748	192404	0	1046960	4	less 17 markers
697208	192381	0	1047022	4	less 17 markers
697248	192363	0	1047036	4	less 17 markers
697508	66869	0	939844	4	less 17 markers
697548	192223	0	1130346	4	less 17 markers
727848	77227	0	938615	4	less 17 markers
220938	40501	0	675809	3	less 17 markers
415858	169510	0	569155	3	less 17 markers
541898	60085	0	926447	3	less 17 markers
598458	169804	0	1157683	3	less 17 markers
684828	192341	0	1046964	3	less 17 markers
685208	192340	0	1047030	3	less 17 markers
685308	192467	0	1047033	3	less 17 markers
685568	192311	0	1052833	3	less 17 markers
685748	192412	0	1047080	3	less 17 markers
693708	192329	0	1046952	3	less 17 markers
693828	192464	0	1104573	3	less 17 markers
693888	192479	0	1104609	3	less 17 markers
695988	200690	0	1329377	3	less 17 markers
696168	192278	0	1104591	3	less 17 markers
696188	192228	0	1130335	3	less 17 markers
696328	192503	0	1130332	3	less 17 markers
696548	192364	0	1046973	3	less 17 markers
696828	192227	0	1104619	3	less 17 markers
697108	192401	0	1047025	3	less 17 markers
698368	194442	0	1311575	3	less 17 markers
382468	56115	0	735332	2	less 17 markers
447998	70549	0	1033738	2	less 17 markers
597858	165473	0	1130301	2	less 17 markers
598218	169694	0	1157679	2	less 17 markers
602708	165227	0	1131287	2	less 17 markers
607958	66859	0	1032475	2	less 17 markers
608838	195638	0	939195	2	less 17 markers
608978	195746	0	939374	2	less 17 markers
609218	195661	0	1007116	2	less 17 markers
609338	195674	0	1009710	2	less 17 markers
684808	192302	0	1052812	2	less 17 markers
685768	192413	0	1047081	2	less 17 markers
686818	192400	0	910028	2	less 17 markers
693688	192333	0	1104607	2	less 17 markers
693928	192499	0	1047066	2	less 17 markers
696928	192371	0	743729	2	less 17 markers
697468	192537	0	1052839	2	less 17 markers
728308	176082	0	1094974	2	less 17 markers
206118	16429	0	375450	1	less 17 markers
227218	51961	0	882855	1	less 17 markers
592898	165275	0	938623	1	less 17 markers
593138	77811	0	932038	1	less 17 markers
593388	66861	0	913335	1	less 17 markers
598198	169691	0	1206099	1	less 17 markers
605408	192315	0	1047077	1	less 17 markers
607838	77873	0	939390	1	less 17 markers
608878	195747	0	932041	1	less 17 markers
684888	192407	0	1046961	1	less 17 markers
685248	192386	0	1047024	1	less 17 markers
685348	192470	0	1047035	1	less 17 markers
685448	192496	0	1047045	1	less 17 markers
693748	192224	0	1302614	1	less 17 markers
693808	192414	0	1052814	1	less 17 markers
694308	192393	0	1104599	1	less 17 markers
694528	192297	0	1047058	1	less 17 markers
695448	192194	0	1302613	1	less 17 markers
696048	192487	0	1052817	1	less 17 markers
696148	192498	0	1046935	1	less 17 markers
697188	192389	0	1104595	1	less 17 markers
697288	192475	0	1130348	1	less 17 markers
697528	192481	0	1104671	1	less 17 markers
697688	192305	0	1104600	1	less 17 markers
728188	176048	0	1094970	1	less 17 markers
566318	189303	0	1293577	0	less 17 markers
597638	169807	0	1157685	0	less 17 markers
598098	169695	0	1157678	0	less 17 markers
598158	169689	0	1206097	0	less 17 markers
598298	165503	0	1131268	0	less 17 markers
598718	170086	0	1207071	0	less 17 markers
602668	165217	0	1131288	0	less 17 markers
609178	195658	0	1009712	0	less 17 markers
609638	195683	0	1009421	0	less 17 markers
610688	195651	0	1007110	0	less 17 markers
610708	195653	0	1007112	0	less 17 markers
653718	190835	0	1299319	0	less 17 markers
684948	192494	0	1046978	0	less 17 markers
685128	192344	0	1047009	0	less 17 markers
685148	192346	0	1047010	0	less 17 markers
685188	192339	0	1047031	0	less 17 markers
685268	192406	0	1047028	0	less 17 markers
685388	192484	0	1047042	0	less 17 markers
685628	192320	0	1047063	0	less 17 markers
685708	192318	0	1047078	0	less 17 markers
686778	165499	0	1131267	0	less 17 markers
693648	192317	0	1047060	0	less 17 markers
693728	192300	0	1104601	0	less 17 markers
693868	192478	0	1104604	0	less 17 markers
694148	192367	0	1104641	0	less 17 markers
696028	192326	0	1047014	0	less 17 markers
696068	192368	0	1104574	0	less 17 markers
696228	192502	0	743731	0	less 17 markers
696248	192491	0	1104575	0	less 17 markers
696268	192476	0	1130330	0	less 17 markers
696348	192538	0	1052811	0	less 17 markers
696428	192390	0	1130343	0	less 17 markers
696668	192374	0	1046991	0	less 17 markers
696688	192474	0	1130342	0	less 17 markers
696708	192505	0	1104584	0	less 17 markers
696728	192384	0	1046956	0	less 17 markers
696768	192458	0	1046962	0	less 17 markers
696908	192221	0	699261	0	less 17 markers
697268	192473	0	1104602	0	less 17 markers
697348	192462	0	1104603	0	less 17 markers
697408	192392	0	1104597	0	less 17 markers
697668	192226	0	910040	0	less 17 markers
697728	202343	0	1104565	0	less 17 markers
728208	176050	0	1094962	0	less 17 markers
728248	176069	0	1094947	0	less 17 markers
728328	177740	0	1245599	0	less 17 markers
